customer_index,risk_category,risk_score,cluster_id,persona_label,top_driver_1,top_driver_1_shap_value,top_driver_1_actual_rating,top_driver_2,top_driver_2_shap_value,top_driver_2_actual_rating,top_driver_3,top_driver_3_shap_value,top_driver_3_actual_rating
1223,Critical,0.85,C1,Trải Nghiệm Kém,Seat comfort,-2.0933,1.0,Ease of Online booking,-1.2276,1.0,Gate location,-1.0099,5.0
1224,Low,0.3,C0,Hài Lòng Toàn Diện,Gate location,-0.4412,5.0,Ease of Online booking,-0.3481,5.0,Flight Distance,-0.3217,4024.0
1225,High,0.699,C0,Hài Lòng Toàn Diện,Departure/Arrival time convenient,-1.4795,5.0,Seat comfort,-1.3496,3.0,Inflight entertainment,-1.1597,3.0
1226,Medium,0.325,C0,Hài Lòng Toàn Diện,loyal,-1.1293,0.0,Ease of Online booking,-0.498,2.0,Food and drink,-0.3631,5.0
1227,Medium,0.4119,C1,Trải Nghiệm Kém,Departure/Arrival time convenient,-0.3659,5.0,Flight Distance,-0.2403,1415.0,Gate location,-0.2067,1.0
1228,Very Low,0.0,C0,Hài Lòng Toàn Diện,Ease of Online booking,-0.2604,1.0,biz_travel,-0.1907,0.0,ground_experience_score,-0.1611,2.8
1229,Very Low,0.15,C0,Hài Lòng Toàn Diện,Inflight entertainment,-0.6232,1.0,Online support,-0.2877,2.0,Gate location,-0.1448,2.0
1230,Very Low,0.0,C0,Hài Lòng Toàn Diện,Departure/Arrival time convenient,-0.3318,5.0,Departure Delay in Minutes,-0.2974,22.0,Gate location,-0.1518,5.0
1231,High,0.7691,C0,Hài Lòng Toàn Diện,Inflight entertainment,-1.6574,2.0,Departure/Arrival time convenient,-1.2692,4.0,Seat comfort,-0.9666,2.0
1232,Very Low,0.15,C0,Hài Lòng Toàn Diện,Departure/Arrival time convenient,-0.3926,5.0,Class_ord,-0.3312,2.0,Gate location,-0.1757,5.0
1233,Very Low,0.2894,C0,Hài Lòng Toàn Diện,Departure/Arrival time convenient,-0.6502,5.0,Food and drink,-0.615,5.0,biz_travel,-0.593,0.0
1234,Very Low,0.0,C0,Hài Lòng Toàn Diện,biz_travel,-0.2598,0.0,Class_ord,-0.2475,0.0,Flight Distance,-0.1502,1225.0
1235,Critical,0.8497,C1,Trải Nghiệm Kém,loyal,-1.7272,0.0,Seat comfort,-1.5406,3.0,Inflight entertainment,-1.1839,3.0
1236,Very Low,0.1731,C0,Hài Lòng Toàn Diện,Seat comfort,-0.8224,3.0,Inflight entertainment,-0.5716,3.0,Online support,-0.3112,3.0
1237,Critical,0.9999,C1,Trải Nghiệm Kém,Seat comfort,-2.2621,1.0,inflight_experience_score,-1.428,1.86,Inflight entertainment,-1.348,3.0
1238,High,0.6863,C1,Trải Nghiệm Kém,Inflight entertainment,-1.6616,3.0,Seat comfort,-1.3911,3.0,Gate location,-0.8069,5.0
1239,High,0.6999,C1,Trải Nghiệm Kém,Seat comfort,-1.4691,2.0,Gate location,-1.1493,4.0,Inflight entertainment,-1.1328,2.0
1240,Very Low,0.3,C1,Trải Nghiệm Kém,inflight_experience_score,-0.3829,3.0,Leg room service,-0.3577,2.0,Class_ord,-0.0447,2.0
1241,Medium,0.5133,C0,Hài Lòng Toàn Diện,Baggage handling,-0.5412,3.0,Cleanliness,-0.5111,3.0,On-board service,-0.2707,1.0
1242,Critical,0.9999,C1,Trải Nghiệm Kém,loyal,-2.1355,0.0,Age,-1.3123,31.0,inflight_experience_score,-1.0156,2.57
1243,Critical,1.0,C1,Trải Nghiệm Kém,loyal,-2.5887,0.0,Seat comfort,-2.0376,1.0,Inflight entertainment,-1.6373,1.0
1244,High,0.6998,C0,Hài Lòng Toàn Diện,Inflight entertainment,-1.6603,3.0,biz_travel,-1.2598,0.0,Seat comfort,-1.2214,3.0
1245,High,0.8365,C1,Trải Nghiệm Kém,loyal,-1.2091,0.0,Baggage handling,-0.63,3.0,Flight Distance,-0.5363,3572.0
1246,Very Low,0.3,C0,Hài Lòng Toàn Diện,was_na_Seat comfort,-0.0147,0.0,was_na_Online boarding,0.0,0.0,was_na_Cleanliness,0.0,0.0
1247,Medium,0.5962,C1,Trải Nghiệm Kém,Baggage handling,-0.6014,3.0,Checkin service,-0.5213,1.0,Cleanliness,-0.4252,4.0
1248,Critical,0.8499,C1,Trải Nghiệm Kém,Seat comfort,-1.8672,1.0,Inflight entertainment,-1.3568,1.0,Ease of Online booking,-1.2818,1.0
1249,Very Low,0.0003,C0,Hài Lòng Toàn Diện,Class_ord,-0.4553,0.0,Age,-0.3455,56.0,biz_travel,-0.2162,0.0
1250,Low,0.3,C0,Hài Lòng Toàn Diện,Cleanliness,-0.1489,4.0,delay_severity,-0.0821,0.01,Flight Distance,-0.0403,2506.0
1251,Critical,0.8497,C1,Trải Nghiệm Kém,loyal,-1.8902,0.0,Inflight entertainment,-1.3395,3.0,Seat comfort,-1.2697,3.0
1252,Critical,0.9999,C1,Trải Nghiệm Kém,Seat comfort,-1.5127,3.0,Departure/Arrival time convenient,-0.6379,5.0,Class_ord,-0.6213,2.0
1253,Medium,0.3827,C0,Hài Lòng Toàn Diện,loyal,-1.2277,0.0,Departure/Arrival time convenient,-0.3021,,Inflight wifi service,-0.2061,5.0
1254,Very Low,0.3,C1,Trải Nghiệm Kém,inflight_experience_score,-0.3272,3.0,Cleanliness,-0.0616,4.0,Checkin service,-0.0569,4.0
1255,Very Low,0.0,C0,Hài Lòng Toàn Diện,Age,-0.3676,70.0,delay_severity,-0.3281,0.01,Class_ord,-0.1589,0.0
1256,Very Low,0.075,C0,Hài Lòng Toàn Diện,Gate location,-0.359,3.0,Food and drink,-0.3329,5.0,Checkin service,-0.2415,1.0
1257,Medium,0.4725,C1,Trải Nghiệm Kém,Gate location,-0.4315,3.0,Checkin service,-0.3558,2.0,Cleanliness,-0.2509,3.0
1258,High,0.6993,C0,Hài Lòng Toàn Diện,Departure/Arrival time convenient,-1.8419,5.0,Seat comfort,-1.7933,3.0,Inflight entertainment,-1.5894,3.0
1259,Critical,1.0,C1,Trải Nghiệm Kém,Seat comfort,-2.357,1.0,Inflight entertainment,-1.138,3.0,inflight_experience_score,-1.1122,1.86
1260,Critical,0.8498,C1,Trải Nghiệm Kém,Seat comfort,-1.9462,3.0,loyal,-1.5817,0.0,Inflight entertainment,-1.4208,3.0
1261,Low,0.3,C0,Hài Lòng Toàn Diện,Leg room service,-0.264,2.0,Inflight wifi service,-0.1515,5.0,was_na_Seat comfort,-0.0157,0.0
1262,Medium,0.3003,C0,Hài Lòng Toàn Diện,Inflight entertainment,-0.6253,3.0,Flight Distance,-0.229,3970.0,Leg room service,-0.2254,2.0
1263,Medium,0.4918,C0,Hài Lòng Toàn Diện,biz_travel,-1.0386,0.0,Departure/Arrival time convenient,-0.8334,5.0,Gate location,-0.4446,3.0
1264,Medium,0.6024,C0,Hài Lòng Toàn Diện,biz_travel,-0.5867,0.0,Class_ord,-0.4075,1.0,Gate location,-0.3914,3.0
1265,High,0.7472,C0,Hài Lòng Toàn Diện,loyal,-1.9397,0.0,Seat comfort,-1.238,3.0,Inflight entertainment,-1.1683,3.0
1266,Very Low,0.3,C0,Hài Lòng Toàn Diện,Gate location,-0.3381,5.0,Departure/Arrival time convenient,-0.2956,5.0,Food and drink,-0.133,5.0
1267,Very Low,0.3,C0,Hài Lòng Toàn Diện,Flight Distance,-0.1938,329.0,Class_ord,-0.0991,2.0,was_na_Seat comfort,-0.0123,0.0
1268,Very Low,0.15,C1,Trải Nghiệm Kém,Departure/Arrival time convenient,-0.2528,5.0,ground_experience_score,-0.2198,2.6,Age,-0.1821,57.0
1269,Medium,0.3003,C0,Hài Lòng Toàn Diện,Cleanliness,-0.2496,4.0,Online boarding,-0.1476,4.0,Inflight wifi service,-0.0717,4.0
1270,Critical,0.9978,C1,Trải Nghiệm Kém,Inflight entertainment,-0.9837,2.0,Seat comfort,-0.8777,2.0,inflight_experience_score,-0.765,2.43
1271,High,0.8445,C1,Trải Nghiệm Kém,inflight_experience_score,-1.2436,2.0,Seat comfort,-1.1062,2.0,Ease of Online booking,-0.8045,1.0
1272,Medium,0.5,C0,Hài Lòng Toàn Diện,Baggage handling,-0.4201,3.0,On-board service,-0.4058,1.0,Cleanliness,-0.369,3.0
1273,Low,0.3,C0,Hài Lòng Toàn Diện,Food and drink,-0.1793,4.0,delay_severity,-0.0607,0.0,was_na_Seat comfort,-0.0175,0.0
1274,Very Low,0.3,C0,Hài Lòng Toàn Diện,Gate location,-0.3433,5.0,Departure/Arrival time convenient,-0.2479,5.0,Food and drink,-0.0891,5.0
1275,Low,0.3,C0,Hài Lòng Toàn Diện,Food and drink,-0.5297,5.0,Cleanliness,-0.0842,4.0,Inflight wifi service,-0.0407,5.0
1276,High,0.764,C1,Trải Nghiệm Kém,Inflight entertainment,-1.417,3.0,Seat comfort,-0.9121,3.0,Leg room service,-0.7352,3.0
1277,Low,0.3,C0,Hài Lòng Toàn Diện,Gate location,-0.4913,5.0,Ease of Online booking,-0.3985,5.0,Departure/Arrival time convenient,-0.3049,5.0
1278,Critical,0.9991,C1,Trải Nghiệm Kém,Seat comfort,-1.379,3.0,loyal,-1.2674,0.0,Inflight entertainment,-1.0601,3.0
1279,High,0.7,C1,Trải Nghiệm Kém,Seat comfort,-2.6665,1.0,Departure/Arrival time convenient,-1.4727,5.0,Inflight entertainment,-1.388,1.0
1280,Very Low,0.3,C0,Hài Lòng Toàn Diện,Departure Delay in Minutes,-0.1988,83.0,was_na_Seat comfort,-0.013,0.0,was_na_Departure/Arrival time convenient,-0.0002,0.0
1281,Critical,0.9995,C1,Trải Nghiệm Kém,Inflight entertainment,-1.2654,3.0,Seat comfort,-1.0788,3.0,Departure/Arrival time convenient,-0.7265,5.0
1282,Low,0.3,C0,Hài Lòng Toàn Diện,Cleanliness,-0.0623,4.0,Online boarding,-0.0198,4.0,was_na_Seat comfort,-0.0151,0.0
1283,Medium,0.617,C0,Hài Lòng Toàn Diện,Inflight entertainment,-0.9685,3.0,Gate location,-0.5485,5.0,Checkin service,-0.2122,4.0
1284,Low,0.3,C0,Hài Lòng Toàn Diện,Age,-0.2528,35.0,Inflight wifi service,-0.0746,5.0,Flight Distance,-0.0577,1285.0
1285,High,0.6998,C1,Trải Nghiệm Kém,Departure/Arrival time convenient,-2.1667,5.0,Inflight entertainment,-2.0805,1.0,Seat comfort,-1.268,1.0
1286,Very Low,0.0,C0,Hài Lòng Toàn Diện,Departure/Arrival time convenient,-0.5417,5.0,Ease of Online booking,-0.2629,5.0,Gate location,-0.237,2.0
1287,Critical,0.8499,C1,Trải Nghiệm Kém,loyal,-3.6322,0.0,Seat comfort,-2.2065,1.0,Inflight entertainment,-1.7264,1.0
1288,Medium,0.6497,C1,Trải Nghiệm Kém,Seat comfort,-0.6219,4.0,Checkin service,-0.5656,2.0,Online boarding,-0.2669,2.0
1289,Critical,0.9998,C1,Trải Nghiệm Kém,Seat comfort,-2.2154,1.0,Inflight entertainment,-1.1218,3.0,Gate location,-0.9851,5.0
1290,Low,0.3,C1,Trải Nghiệm Kém,Age,-0.3613,33.0,Class_ord,-0.2297,2.0,ground_experience_score,-0.155,2.8
1291,High,0.7,C1,Trải Nghiệm Kém,Inflight entertainment,-1.2321,1.0,Seat comfort,-1.2018,2.0,Ease of Online booking,-1.0358,1.0
1292,Low,0.3,C1,Trải Nghiệm Kém,Departure/Arrival time convenient,-0.5358,,Inflight entertainment,-0.4615,1.0,Gate location,-0.3944,4.0
1293,Low,0.3,C0,Hài Lòng Toàn Diện,Checkin service,-0.465,2.0,Gate location,-0.358,5.0,Class_ord,-0.3337,2.0
1294,High,0.6991,C0,Hài Lòng Toàn Diện,Inflight entertainment,-1.3402,3.0,Seat comfort,-1.2886,3.0,Gate location,-0.9842,5.0
1295,Very Low,0.225,C0,Hài Lòng Toàn Diện,Ease of Online booking,-0.3042,5.0,Baggage handling,-0.2943,3.0,Leg room service,-0.1883,3.0
1296,Critical,0.8496,C1,Trải Nghiệm Kém,loyal,-1.5953,0.0,Seat comfort,-1.2482,2.0,Inflight entertainment,-1.1892,3.0
1297,Very Low,0.0,C0,Hài Lòng Toàn Diện,Age,-0.262,58.0,Departure/Arrival time convenient,-0.2519,4.0,Online support,-0.2506,3.0
1298,High,0.6799,C1,Trải Nghiệm Kém,Seat comfort,-0.803,3.0,Online support,-0.3965,2.0,Cleanliness,-0.3924,3.0
1299,Very Low,0.15,C0,Hài Lòng Toàn Diện,Ease of Online booking,-0.3414,5.0,Leg room service,-0.2031,3.0,Inflight wifi service,-0.2025,5.0
1300,Very Low,0.0,C0,Hài Lòng Toàn Diện,Departure/Arrival time convenient,-0.3116,5.0,Gate location,-0.2724,5.0,Inflight wifi service,-0.1132,5.0
1301,Low,0.3,C0,Hài Lòng Toàn Diện,Cleanliness,-0.1506,4.0,Flight Distance,-0.1389,3342.0,Online boarding,-0.0507,4.0
1302,Very Low,0.2445,C0,Hài Lòng Toàn Diện,Checkin service,-0.3713,1.0,Inflight wifi service,-0.2644,5.0,Ease of Online booking,-0.1554,5.0
1303,Critical,0.8499,C1,Trải Nghiệm Kém,loyal,-2.3895,0.0,Seat comfort,-1.6285,2.0,Inflight entertainment,-1.0937,2.0
1304,Very Low,0.3,C0,Hài Lòng Toàn Diện,Departure/Arrival time convenient,-0.3447,5.0,Gate location,-0.2746,5.0,Inflight wifi service,-0.1414,5.0
1305,Critical,0.91,C1,Trải Nghiệm Kém,inflight_experience_score,-1.1747,2.29,Inflight entertainment,-1.1653,2.0,Ease of Online booking,-1.0932,1.0
1306,Very Low,0.075,C0,Hài Lòng Toàn Diện,Departure/Arrival time convenient,-0.5227,5.0,Baggage handling,-0.3909,3.0,Inflight wifi service,-0.2664,5.0
1307,High,0.6978,C1,Trải Nghiệm Kém,Seat comfort,-1.6594,1.0,Inflight entertainment,-1.5617,1.0,Gate location,-1.3489,3.0
1308,Critical,0.85,C1,Trải Nghiệm Kém,loyal,-1.8693,0.0,Seat comfort,-1.7156,2.0,Inflight entertainment,-1.1829,2.0
1309,Very Low,0.3,C0,Hài Lòng Toàn Diện,Online boarding,-0.0469,4.0,Cleanliness,-0.0449,4.0,was_na_Seat comfort,-0.0141,0.0
1310,High,0.7323,C1,Trải Nghiệm Kém,loyal,-0.6468,0.0,Inflight entertainment,-0.6066,3.0,Baggage handling,-0.5092,3.0
1311,Very Low,0.0838,C1,Trải Nghiệm Kém,Inflight entertainment,-1.0135,3.0,inflight_experience_score,-0.7956,2.14,Leg room service,-0.2731,2.0
1312,Critical,0.8499,C1,Trải Nghiệm Kém,Seat comfort,-1.6735,2.0,Inflight entertainment,-1.1736,2.0,inflight_experience_score,-1.1656,1.71
1313,High,0.6997,C0,Hài Lòng Toàn Diện,Inflight entertainment,-1.9575,3.0,Departure/Arrival time convenient,-1.6856,5.0,Seat comfort,-1.4678,3.0
1314,Medium,0.4546,C0,Hài Lòng Toàn Diện,Departure/Arrival time convenient,-0.7157,,Food and drink,-0.3865,4.0,Age,-0.3295,7.0
1315,Very Low,0.3,C1,Trải Nghiệm Kém,delay_severity,-0.1632,0.02,Cleanliness,-0.1084,4.0,Class_ord,-0.1061,2.0
1316,Medium,0.3676,C1,Trải Nghiệm Kém,Food and drink,-0.3419,4.0,Online support,-0.3352,3.0,Gate location,-0.2673,3.0
1317,Critical,0.85,C0,Hài Lòng Toàn Diện,loyal,-1.9046,0.0,Inflight entertainment,-1.577,3.0,Seat comfort,-1.4331,3.0
1318,Medium,0.3003,C0,Hài Lòng Toàn Diện,Departure/Arrival time convenient,-0.4623,4.0,Seat comfort,-0.2847,3.0,Cleanliness,-0.1572,4.0
1319,Low,0.3,C0,Hài Lòng Toàn Diện,Departure/Arrival time convenient,-0.8954,5.0,Cleanliness,-0.213,3.0,Flight Distance,-0.1479,2591.0
1320,High,0.8039,C1,Trải Nghiệm Kém,Seat comfort,-1.2922,2.0,inflight_experience_score,-0.507,2.71,Cleanliness,-0.4964,3.0
1321,Low,0.3,C0,Hài Lòng Toàn Diện,Cleanliness,-0.2538,3.0,Baggage handling,-0.25,3.0,Leg room service,-0.2092,3.0
1322,Very Low,0.0003,C1,Trải Nghiệm Kém,Inflight entertainment,-1.1383,3.0,inflight_experience_score,-0.806,2.14,Class_ord,-0.2042,0.0
1323,Critical,0.9999,C1,Trải Nghiệm Kém,loyal,-2.7936,0.0,Inflight entertainment,-1.2151,2.0,Seat comfort,-1.036,2.0
1324,Very Low,0.0,C0,Hài Lòng Toàn Diện,Leg room service,-0.4581,3.0,Class_ord,-0.1487,0.0,Age,-0.1038,51.0
1325,High,0.8051,C1,Trải Nghiệm Kém,Inflight entertainment,-1.0077,2.0,Seat comfort,-0.9257,2.0,Ease of Online booking,-0.6241,2.0
1326,Very Low,0.075,C0,Hài Lòng Toàn Diện,Age,-0.3348,55.0,biz_travel,-0.2696,0.0,Class_ord,-0.2286,1.0
1327,High,0.8267,C0,Hài Lòng Toàn Diện,loyal,-1.791,0.0,Checkin service,-0.6873,1.0,Baggage handling,-0.6396,3.0
1328,Medium,0.3058,C0,Hài Lòng Toàn Diện,Online support,-0.3825,3.0,loyal,-0.3687,0.0,ground_experience_score,-0.0606,3.2
1329,Very Low,0.3,C0,Hài Lòng Toàn Diện,Age,-0.3152,34.0,Checkin service,-0.0162,4.0,was_na_Seat comfort,-0.015,0.0
1330,Low,0.3,C1,Trải Nghiệm Kém,loyal,-0.6,0.0,Online support,-0.2624,2.0,Departure/Arrival time convenient,-0.178,5.0
1331,Critical,0.9999,C1,Trải Nghiệm Kém,Seat comfort,-1.6101,3.0,Departure/Arrival time convenient,-0.6673,5.0,Class_ord,-0.6432,2.0
1332,Medium,0.302,C1,Trải Nghiệm Kém,Flight Distance,-0.4084,3437.0,Ease of Online booking,-0.3723,2.0,inflight_experience_score,-0.3063,2.71
1333,Low,0.3,C1,Trải Nghiệm Kém,inflight_experience_score,-0.333,3.14,Baggage handling,-0.1993,2.0,Ease of Online booking,-0.1848,5.0
1334,Very Low,0.15,C0,Hài Lòng Toàn Diện,loyal,-1.0706,0.0,Class_ord,-0.3109,0.0,Departure/Arrival time convenient,-0.2659,5.0
1335,High,0.7523,C1,Trải Nghiệm Kém,Inflight entertainment,-1.2495,2.0,inflight_experience_score,-0.5835,2.57,Cleanliness,-0.5205,3.0
1336,Medium,0.3071,C0,Hài Lòng Toàn Diện,loyal,-0.4654,0.0,Departure/Arrival time convenient,-0.2523,,Leg room service,-0.2473,3.0
1337,Critical,0.999,C1,Trải Nghiệm Kém,Inflight entertainment,-1.3082,1.0,inflight_experience_score,-1.2448,1.71,Departure Delay in Minutes,-1.18,137.0
1338,Low,0.3,C0,Hài Lòng Toàn Diện,loyal,-1.1248,0.0,Departure/Arrival time convenient,-0.3826,,Age,-0.3754,50.0
1339,Low,0.3,C0,Hài Lòng Toàn Diện,Inflight entertainment,-1.3066,3.0,Age,-0.1835,48.0,Flight Distance,-0.0506,1689.0
1340,Low,0.3,C0,Hài Lòng Toàn Diện,Baggage handling,-0.4297,3.0,Gate location,-0.3665,5.0,Cleanliness,-0.2666,3.0
1341,Very Low,0.0195,C0,Hài Lòng Toàn Diện,Age,-0.7724,65.0,biz_travel,-0.677,0.0,Seat comfort,-0.4624,3.0
1342,Medium,0.6344,C0,Hài Lòng Toàn Diện,Cleanliness,-0.4623,4.0,Checkin service,-0.3745,2.0,Gate location,-0.3539,5.0
1343,Critical,0.9994,C1,Trải Nghiệm Kém,Inflight entertainment,-1.4898,3.0,Seat comfort,-1.2819,3.0,loyal,-1.1679,0.0
1344,Very Low,0.1553,C0,Hài Lòng Toàn Diện,Departure/Arrival time convenient,-0.3216,5.0,Gate location,-0.2791,5.0,delay_severity,-0.1749,0.0
1345,Critical,0.8499,C1,Trải Nghiệm Kém,Seat comfort,-1.7345,1.0,inflight_experience_score,-1.2689,2.29,Ease of Online booking,-1.0084,1.0
1346,Very Low,0.0,C1,Trải Nghiệm Kém,Inflight entertainment,-0.3442,1.0,Online support,-0.2311,1.0,inflight_experience_score,-0.2286,3.14
1347,Critical,1.0,C1,Trải Nghiệm Kém,loyal,-3.5386,0.0,Seat comfort,-2.2547,1.0,Inflight entertainment,-1.6123,1.0
1348,High,0.7,C1,Trải Nghiệm Kém,Seat comfort,-2.0193,1.0,Departure/Arrival time convenient,-1.5906,5.0,Inflight entertainment,-1.3198,2.0
1349,Critical,0.85,C1,Trải Nghiệm Kém,loyal,-2.2888,0.0,Seat comfort,-1.5133,2.0,inflight_experience_score,-1.1588,2.14
1350,Critical,0.85,C1,Trải Nghiệm Kém,Seat comfort,-3.0585,1.0,loyal,-2.1604,0.0,Inflight entertainment,-1.3755,1.0
1351,Medium,0.4447,C0,Hài Lòng Toàn Diện,Checkin service,-0.5913,2.0,Cleanliness,-0.2876,4.0,Online boarding,-0.2303,1.0
1352,Very Low,0.3,C0,Hài Lòng Toàn Diện,Flight Distance,-0.1128,3364.0,Age,-0.0692,47.0,was_na_Seat comfort,-0.0143,0.0
1353,Critical,0.961,C1,Trải Nghiệm Kém,Flight Distance,-0.977,3835.0,Class_ord,-0.7953,2.0,Departure/Arrival time convenient,-0.6798,1.0
1354,Medium,0.3212,C0,Hài Lòng Toàn Diện,Cleanliness,-0.2516,4.0,Checkin service,-0.0628,4.0,Baggage handling,-0.0437,4.0
1355,High,0.6995,C0,Hài Lòng Toàn Diện,Seat comfort,-1.4738,2.0,Inflight entertainment,-1.4343,2.0,Gate location,-1.1606,4.0
1356,Low,0.3,C0,Hài Lòng Toàn Diện,Departure/Arrival time convenient,-0.5943,4.0,Seat comfort,-0.2702,3.0,Cleanliness,-0.099,4.0
1357,High,0.8466,C1,Trải Nghiệm Kém,Inflight entertainment,-1.3762,3.0,Leg room service,-0.6784,3.0,Seat comfort,-0.676,3.0
1358,Very Low,0.0,C0,Hài Lòng Toàn Diện,biz_travel,-0.2216,0.0,Class_ord,-0.1931,0.0,Age,-0.1097,49.0
1359,High,0.7,C1,Trải Nghiệm Kém,Seat comfort,-1.5463,2.0,Departure/Arrival time convenient,-1.5357,,Departure Delay in Minutes,-1.4361,140.0
1360,Critical,0.9984,C1,Trải Nghiệm Kém,Seat comfort,-1.478,2.0,inflight_experience_score,-0.9736,2.29,Online support,-0.6398,3.0
1361,Low,0.3,C0,Hài Lòng Toàn Diện,Inflight entertainment,-0.8159,1.0,ground_experience_score,-0.0144,4.0,was_na_Seat comfort,-0.0143,0.0
1362,Very Low,0.1682,C0,Hài Lòng Toàn Diện,Class_ord,-0.3019,0.0,On-board service,-0.1114,3.0,Age,-0.0949,35.0
1363,High,0.6779,C1,Trải Nghiệm Kém,loyal,-0.6592,0.0,Class_ord,-0.3581,0.0,Ease of Online booking,-0.2904,2.0
1364,Low,0.3,C0,Hài Lòng Toàn Diện,Flight Distance,-0.1397,2436.0,Cleanliness,-0.103,4.0,Online boarding,-0.0727,4.0
1365,Very Low,0.0,C1,Trải Nghiệm Kém,Departure/Arrival time convenient,-0.6062,5.0,Gate location,-0.3904,3.0,biz_travel,-0.2469,0.0
1366,Medium,0.3005,C0,Hài Lòng Toàn Diện,Online support,-0.4293,3.0,Gate location,-0.3761,5.0,Age,-0.3743,66.0
1367,High,0.7,C1,Trải Nghiệm Kém,Seat comfort,-2.5328,1.0,Inflight entertainment,-1.5884,1.0,Gate location,-1.1302,5.0
1368,Medium,0.3188,C0,Hài Lòng Toàn Diện,Departure/Arrival time convenient,-0.7299,5.0,Cleanliness,-0.3926,3.0,Age,-0.2167,35.0
1369,Very Low,0.3,C0,Hài Lòng Toàn Diện,Flight Distance,-0.4104,4019.0,Gate location,-0.3538,5.0,Departure/Arrival time convenient,-0.3162,5.0
1370,Low,0.3,C0,Hài Lòng Toàn Diện,On-board service,-0.1517,3.0,Inflight wifi service,-0.1311,4.0,Flight Distance,-0.1301,4351.0
1371,High,0.6996,C1,Trải Nghiệm Kém,Departure/Arrival time convenient,-1.8793,5.0,Seat comfort,-1.817,3.0,Inflight entertainment,-1.4976,3.0
1372,Critical,0.9244,C1,Trải Nghiệm Kém,Seat comfort,-1.2774,2.0,Inflight entertainment,-1.1022,2.0,Departure/Arrival time convenient,-0.9232,5.0
1373,Critical,0.8497,C1,Trải Nghiệm Kém,Seat comfort,-1.7812,2.0,Inflight entertainment,-1.564,2.0,Departure/Arrival time convenient,-1.2301,5.0
1374,Critical,0.85,C1,Trải Nghiệm Kém,loyal,-1.9064,0.0,Inflight entertainment,-1.2533,3.0,Seat comfort,-1.1739,3.0
1375,Very Low,0.225,C1,Trải Nghiệm Kém,Departure/Arrival time convenient,-0.4574,,Age,-0.2471,33.0,Gate location,-0.2317,4.0
1376,Low,0.3,C0,Hài Lòng Toàn Diện,loyal,-0.6069,0.0,Ease of Online booking,-0.2803,5.0,Departure/Arrival time convenient,-0.2631,5.0
1377,Critical,0.85,C1,Trải Nghiệm Kém,Seat comfort,-1.7354,3.0,Inflight entertainment,-1.5896,3.0,loyal,-1.4498,0.0
1378,Very Low,0.3,C0,Hài Lòng Toàn Diện,Gate location,-0.3351,5.0,Departure/Arrival time convenient,-0.2624,5.0,Food and drink,-0.1185,5.0
1379,High,0.8111,C1,Trải Nghiệm Kém,Seat comfort,-0.9928,2.0,inflight_experience_score,-0.7343,2.0,Online support,-0.4884,3.0
1380,High,0.6995,C0,Hài Lòng Toàn Diện,Inflight entertainment,-1.9529,3.0,Departure/Arrival time convenient,-1.4086,5.0,Seat comfort,-1.3511,3.0
1381,Medium,0.3215,C0,Hài Lòng Toàn Diện,loyal,-1.1618,0.0,Gate location,-0.3918,5.0,Departure/Arrival time convenient,-0.2285,1.0
1382,High,0.6985,C1,Trải Nghiệm Kém,Inflight entertainment,-1.3747,3.0,Seat comfort,-1.2617,3.0,Departure/Arrival time convenient,-0.6045,4.0
1383,High,0.6988,C0,Hài Lòng Toàn Diện,Inflight entertainment,-1.636,3.0,Seat comfort,-1.4741,3.0,biz_travel,-0.6008,0.0
1384,High,0.8479,C1,Trải Nghiệm Kém,Seat comfort,-1.1152,3.0,Inflight entertainment,-1.03,3.0,Online support,-0.5985,3.0
1385,Very Low,0.15,C0,Hài Lòng Toàn Diện,loyal,-0.8687,0.0,Departure/Arrival time convenient,-0.2845,5.0,Class_ord,-0.2777,0.0
1386,Critical,0.9732,C1,Trải Nghiệm Kém,loyal,-2.8925,0.0,Inflight entertainment,-1.0875,1.0,inflight_experience_score,-0.8266,1.71
1387,High,0.6999,C1,Trải Nghiệm Kém,Seat comfort,-1.9969,1.0,Gate location,-1.7258,4.0,Inflight entertainment,-1.6761,1.0
1388,High,0.6997,C1,Trải Nghiệm Kém,Seat comfort,-1.7279,2.0,Inflight entertainment,-1.4336,2.0,inflight_experience_score,-0.9344,2.29
1389,Critical,0.85,C1,Trải Nghiệm Kém,loyal,-1.9264,0.0,Seat comfort,-1.7513,2.0,inflight_experience_score,-1.141,2.57
1390,Critical,0.8499,C0,Hài Lòng Toàn Diện,loyal,-2.2677,0.0,Seat comfort,-1.804,2.0,Inflight entertainment,-1.5895,2.0
1391,Very Low,0.0003,C0,Hài Lòng Toàn Diện,biz_travel,-0.8319,0.0,Class_ord,-0.1903,0.0,was_na_Seat comfort,-0.0215,0.0
1392,Very Low,0.1584,C0,Hài Lòng Toàn Diện,biz_travel,-1.1869,0.0,Class_ord,-0.5482,2.0,Departure/Arrival time convenient,-0.0802,4.0
